record,age,sex,weight,hungry,fast_food,fruit,vegetable,soft_drink,cigarette,alcohol
1324,17,Female,Average weight,Rarely,4 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,2 times per day,0 days,3 to 5 days
1325,14,Male,Average weight,Sometimes,1 day,1 time per day,1 time per day,1 to 3 times during the past 7 days,0 days,10 to 19 days
1326,14,Male,Overweight,Never,2 days,2 times per day,4 to 6 times during the past 7 days,3 times per day,0 days,0 days
1327,15,Male,Average weight,Never,4 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 time per day,3 to 5 days,1 or 2 days
1328,15,Male,Average weight,Never,2 days,2 times per day,1 to 3 times during the past 7 days,1 time per day,0 days,6 to 9 days
1329,14,Female,Average weight,Never,1 day,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,4 or more times per day,0 days,0 days
1330,15,Male,Average weight,Most of the time,2 days,4 or more times per day,1 time per day,2 times per day,1 or 2 days,10 to 19 days
1331,14,Male,Overweight,Rarely,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1332,14,Female,Average weight,Rarely,2 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 or 2 days,20 to 29 days
1333,16,Female,Average weight,Never,1 day,2 times per day,1 time per day,1 to 3 times during the past 7 days,3 to 5 days,3 to 5 days
1334,15,Female,NA,Sometimes,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 time per day,1 or 2 days,1 or 2 days
1335,15,Female,Overweight,Never,1 day,I did not eat fruit during the past 7 days,1 time per day,I did not drink carbonated soft drinks,0 days,NA
1336,16,Female,NA,Never,0 days,4 to 6 times during the past 7 days,1 time per day,I did not drink carbonated soft drinks,0 days,0 days
1337,14,Male,NA,Rarely,3 days,1 time per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1338,14,Female,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 time per day,0 days,0 days
1339,14,Female,Average weight,Never,2 days,3 times per day,1 time per day,1 time per day,1 or 2 days,1 or 2 days
1340,16,Male,Overweight,Rarely,1 day,1 to 3 times during the past 7 days,4 or more times per day,4 or more times per day,10 to 19 days,3 to 5 days
1341,14,Male,Underweight,Most of the time,1 day,1 to 3 times during the past 7 days,4 or more times per day,4 to 6 times during the past 7 days,3 to 5 days,6 to 9 days
1342,16,Female,NA,Rarely,0 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,1 or 2 days,0 days
1343,15,Male,Average weight,Most of the time,0 days,4 to 6 times during the past 7 days,1 time per day,2 times per day,10 to 19 days,3 to 5 days
1344,14,Male,Average weight,Rarely,2 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,10 to 19 days,1 or 2 days
1345,16,Female,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
1346,17,Male,NA,Rarely,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,3 to 5 days
1347,15,Male,Average weight,Never,2 days,4 to 6 times during the past 7 days,1 time per day,4 to 6 times during the past 7 days,0 days,6 to 9 days
1348,15,Male,Overweight,Rarely,0 days,4 or more times per day,3 times per day,1 to 3 times during the past 7 days,0 days,0 days
1349,16,Female,Average weight,Rarely,3 days,3 times per day,4 or more times per day,4 or more times per day,0 days,0 days
1350,15,Female,Overweight,Never,2 days,4 or more times per day,4 or more times per day,1 to 3 times during the past 7 days,All 30 days,6 to 9 days
1351,14,Male,Average weight,Rarely,0 days,2 times per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1352,17,Female,Overweight,Never,2 days,2 times per day,3 times per day,I did not drink carbonated soft drinks,0 days,0 days
1353,14,Male,Average weight,Rarely,0 days,1 time per day,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,0 days
1354,15,Female,Average weight,Rarely,2 days,1 time per day,1 to 3 times during the past 7 days,1 time per day,0 days,10 to 19 days
1355,14,Male,Overweight,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
1356,15,Male,Overweight,Rarely,1 day,1 to 3 times during the past 7 days,1 time per day,I did not drink carbonated soft drinks,0 days,0 days
1357,15,Male,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
1358,16,Female,Average weight,Rarely,5 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
1359,15,Male,Overweight,Never,3 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,6 to 9 days,6 to 9 days
1360,17,Male,Average weight,Sometimes,2 days,2 times per day,1 time per day,4 or more times per day,All 30 days,0 days
1361,16,Male,Average weight,Sometimes,4 days,2 times per day,1 to 3 times during the past 7 days,4 or more times per day,0 days,6 to 9 days
1362,16,Male,Average weight,Sometimes,1 day,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
1363,17,Male,Overweight,Never,0 days,1 time per day,1 time per day,I did not drink carbonated soft drinks,0 days,0 days
1364,16,Male,Average weight,Never,7 days,I did not eat fruit during the past 7 days,1 time per day,4 to 6 times during the past 7 days,0 days,0 days
1365,15,Male,Underweight,Never,3 days,1 time per day,2 times per day,4 or more times per day,0 days,10 to 19 days
1366,15,Male,Overweight,Sometimes,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,3 to 5 days
1367,15,Female,Average weight,Sometimes,7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,1 or 2 days,0 days
1368,15,Male,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,3 to 5 days,3 to 5 days
1369,16,Female,NA,Never,1 day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,All 30 days
1370,15,Female,NA,Never,1 day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
1371,17,Female,Average weight,Rarely,2 days,2 times per day,4 or more times per day,2 times per day,0 days,NA
1372,17,Male,Overweight,Never,0 days,1 to 3 times during the past 7 days,1 time per day,1 to 3 times during the past 7 days,0 days,0 days
1373,16,Male,Average weight,Never,0 days,I did not eat fruit during the past 7 days,1 time per day,4 to 6 times during the past 7 days,0 days,1 or 2 days
1374,15,Female,Average weight,Rarely,1 day,4 to 6 times during the past 7 days,1 time per day,1 to 3 times during the past 7 days,0 days,1 or 2 days
1375,15,Male,Overweight,Never,0 days,I did not eat fruit during the past 7 days,1 time per day,4 to 6 times during the past 7 days,0 days,0 days
1376,16,Male,Overweight,Rarely,2 days,4 or more times per day,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,1 or 2 days,0 days
1377,17,Male,Average weight,Most of the time,0 days,1 to 3 times during the past 7 days,1 time per day,I did not drink carbonated soft drinks,10 to 19 days,10 to 19 days
1378,17,Male,Average weight,Never,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1379,16,Female,NA,Never,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 or more times per day,1 or 2 days,10 to 19 days
1380,17,Female,Overweight,Never,0 days,3 times per day,I did not eat vegetables during the past 7 days,2 times per day,0 days,1 or 2 days
1381,16,Male,Overweight,Never,0 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,1 time per day,0 days,1 or 2 days
1382,16,Female,Average weight,Never,1 day,1 to 3 times during the past 7 days,1 time per day,1 time per day,0 days,0 days
1383,15,Female,Average weight,Rarely,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1384,17,Male,Average weight,Rarely,0 days,4 to 6 times during the past 7 days,I did not eat vegetables during the past 7 days,4 or more times per day,1 or 2 days,3 to 5 days
1385,17,Female,Average weight,Never,0 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,10 to 19 days
1386,16,Female,Average weight,Never,1 day,2 times per day,2 times per day,2 times per day,0 days,0 days
1387,17,Male,Average weight,Never,2 days,3 times per day,2 times per day,2 times per day,20 to 29 days,0 days
1388,17,Female,Overweight,Never,0 days,2 times per day,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
1389,15,Female,Overweight,Sometimes,5 days,1 to 3 times during the past 7 days,1 time per day,4 to 6 times during the past 7 days,0 days,10 to 19 days
1390,17,Male,NA,Never,0 days,1 to 3 times during the past 7 days,1 time per day,1 time per day,0 days,All 30 days
1391,16,Female,Average weight,Rarely,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1392,17,Male,Overweight,Never,0 days,2 times per day,1 time per day,3 times per day,0 days,1 or 2 days
1393,17,Female,Overweight,Never,0 days,1 time per day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,6 to 9 days
1394,16,Female,Average weight,Rarely,2 days,1 to 3 times during the past 7 days,2 times per day,1 time per day,0 days,0 days
1395,17,Female,Overweight,Never,0 days,4 or more times per day,4 or more times per day,1 time per day,0 days,0 days
1396,17,Female,Average weight,Never,1 day,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,3 to 5 days
1397,16,Male,Overweight,Never,0 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1398,17,Female,Overweight,Rarely,3 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
1399,16,Male,Average weight,Never,1 day,I did not eat fruit during the past 7 days,2 times per day,4 to 6 times during the past 7 days,0 days,0 days
1400,17,Female,Average weight,Never,1 day,1 time per day,1 time per day,1 time per day,20 to 29 days,3 to 5 days
1401,16,Female,Average weight,Rarely,0 days,1 time per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
1402,16,Male,Average weight,Rarely,0 days,2 times per day,1 time per day,I did not drink carbonated soft drinks,1 or 2 days,0 days
1403,16,Female,Average weight,Never,1 day,1 to 3 times during the past 7 days,1 time per day,I did not drink carbonated soft drinks,20 to 29 days,0 days
1404,16,Female,Average weight,Never,2 days,1 to 3 times during the past 7 days,2 times per day,1 to 3 times during the past 7 days,0 days,3 to 5 days
1405,17,Male,NA,Never,0 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1406,17,Female,Average weight,Rarely,2 days,1 time per day,2 times per day,1 time per day,0 days,0 days
1407,16,Female,Average weight,Rarely,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
1408,17,Female,NA,Never,3 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 or more times per day,0 days,3 to 5 days
1409,17,Female,Average weight,Never,0 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
1410,17,Male,NA,Never,2 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
1411,17,Female,NA,Never,1 day,1 time per day,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
1412,16,Female,Average weight,Never,1 day,2 times per day,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,NA
1413,16,Female,Average weight,Never,0 days,1 time per day,4 or more times per day,I did not drink carbonated soft drinks,0 days,0 days
1414,15,Male,NA,Never,7 days,1 time per day,2 times per day,4 or more times per day,1 or 2 days,3 to 5 days
1415,13,Female,NA,Never,0 days,2 times per day,4 or more times per day,2 times per day,0 days,10 to 19 days
1416,14,Female,Overweight,Never,1 day,1 time per day,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
1417,13,Male,Overweight,Never,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1418,13,Male,Underweight,Never,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
1419,13,Female,NA,Never,1 day,1 time per day,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
1420,14,Female,Average weight,Never,0 days,I did not eat fruit during the past 7 days,2 times per day,4 or more times per day,0 days,0 days
1421,13,Female,Average weight,Never,3 days,4 to 6 times during the past 7 days,I did not eat vegetables during the past 7 days,4 or more times per day,0 days,6 to 9 days
1422,15,Female,Average weight,Sometimes,0 days,I did not eat fruit during the past 7 days,3 times per day,4 or more times per day,All 30 days,6 to 9 days
1423,13,Female,NA,Never,0 days,1 time per day,1 time per day,4 or more times per day,0 days,0 days
1424,13,Male,Overweight,Never,2 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
